,City,Country,Date,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed
375,Inuvik,CA,1549065600,68.36,-133.71,-18.41,75,5,6.93
376,Rio Bueno,JM,1549065600,18.47,-77.46,78.8,78,20,4.7
377,Saldanha,PT,1549068792,41.42,-6.55,37.73,86,32,17.05
378,Tonantins,BR,1549068793,-2.86,-67.77,78.27,94,20,2.84
379,Malm,NO,1549066800,64.07,11.22,24.8,68,75,11.41
380,Badou,TG,1549068793,7.58,0.61,73.1,94,32,4.18
381,Gibara,CU,1549065000,21.11,-76.13,77.0,73,20,11.41
382,La Orilla,MX,1549068794,18.0,-102.23,80.21,78,0,7.43
383,Cap Malheureux,MU,1549068795,-19.98,57.61,79.08,100,76,12.24
384,Jaumave,MX,1549064760,23.41,-99.38,71.6,56,20,5.82
385,Kristiansund,NO,1549066800,63.12,7.73,32.0,100,64,13.87
386,Yoichi,JP,1549065600,43.19,140.77,21.2,67,75,18.34
387,Bambous Virieux,MU,1549068796,-20.34,57.76,78.5,92,92,7.99
388,Sharjah,AE,1549065600,25.36,55.39,66.2,88,0,5.82
389,Aklavik,CA,1549065600,68.22,-135.01,-18.41,74,5,6.93
390,Kasulu,TZ,1549065600,-4.57,30.11,68.0,100,75,2.17
391,Hailar,CN,1549068797,49.2,119.7,-2.55,56,56,9.78
392,Yarmouth,GB,1549065000,50.71,-1.5,33.8,86,64,14.99
393,Nanzhang,CN,1549068797,31.78,111.84,25.76,84,44,2.17
394,Mizan Teferi,ET,1549068798,6.99,35.58,60.86,75,76,2.06
395,Deputatskiy,RU,1549068798,69.3,139.9,-38.1,0,32,4.97
396,Fort Nelson,CA,1549065600,58.81,-122.69,-13.01,75,90,11.41
397,Chaihe,CN,1549068799,44.77,129.68,-2.28,57,36,2.28
398,Verkhnevilyuysk,RU,1549068799,63.45,120.31,-40.53,0,12,5.41
399,Suluq,LY,1549068799,31.67,20.25,48.35,70,0,5.53
400,Olga,US,1549068900,34.11,-118.17,62.96,82,90,5.82
401,Toora-Khem,RU,1549068800,52.47,96.11,-21.14,53,20,5.08
402,Chuy,UY,1549068800,-33.69,-53.46,73.68,96,92,7.31
403,Taoudenni,ML,1549068801,22.68,-3.98,48.48,55,0,4.97
404,Mian Channun,PK,1549068801,30.44,72.35,44.88,90,20,4.63
405,Lagos,NG,1549068621,6.46,3.39,80.03,95,12,7.99
406,Tamiahua,MX,1549068801,21.28,-97.45,71.66,91,64,11.23
407,Erzin,TR,1549066800,36.95,36.2,48.2,61,0,5.82
408,Palmer,US,1549065480,61.6,-149.11,21.92,88,75,2.39
409,Patacamaya,BO,1549068802,-17.23,-67.92,47.13,88,76,3.29
410,Chambersburg,US,1549066800,39.94,-77.66,19.4,85,40,2.62
411,Iqaluit,CA,1549067580,63.75,-68.52,17.6,48,90,14.99
412,Alice,US,1549067700,27.75,-98.07,69.08,94,90,4.7
413,Ambilobe,MG,1549068804,-13.19,49.05,71.25,100,92,3.62
414,Pandan,PH,1549068804,11.72,122.09,77.82,100,44,22.97
415,Skibbereen,IE,1549067400,51.55,-9.27,33.8,74,75,14.99
416,Rome,IT,1549066800,41.89,12.48,57.2,87,75,20.8
417,Port Hedland,AU,1549067400,-20.31,118.58,91.4,70,0,14.99
418,Tutoia,BR,1549068805,-2.76,-42.27,78.59,91,88,8.21
419,Mehamn,NO,1549068806,71.03,27.85,14.6,84,0,9.44
420,Minab,IR,1549065600,27.15,57.07,62.6,93,64,4.7
421,Tuni,BO,1549065600,-16.67,-68.14,46.4,81,75,5.82
422,Guaymas,MX,1549064400,27.92,-110.9,71.6,73,75,11.41
423,Pokaran,IN,1549068807,26.93,71.92,43.67,89,0,7.2
424,Oudtshoorn,ZA,1549066260,-33.59,22.2,60.8,93,0,4.7
425,Banjar,ID,1549068808,-7.37,108.54,73.01,96,80,2.28
426,Troitskoye,RU,1549068808,52.98,84.68,-34.32,63,0,2.73
427,Susangerd,IR,1549065600,31.56,48.19,55.4,87,0,2.24
428,Saint George,GR,1549065000,39.45,22.34,42.8,93,20,1.95
429,Casper,US,1549065180,42.87,-106.31,37.94,52,1,20.8
430,Matara,PE,1549068810,-13.74,-72.9,45.92,98,92,1.83
431,Panikian,PH,1549068810,13.29,121.15,71.07,100,92,7.99
432,Hay River,CA,1549065600,60.82,-115.79,-29.21,66,40,3.36
433,Kilindoni,TZ,1549068811,-7.91,39.67,81.92,100,24,8.32
434,Muisne,EC,1549068811,0.61,-80.02,77.1,82,76,2.95
435,Yima,CN,1549068811,34.75,111.87,20.99,90,68,3.06
436,Duldurga,RU,1549068812,50.67,113.59,-6.83,40,32,11.45
437,Dickinson,US,1549065360,46.88,-102.79,39.02,69,1,6.93
438,Ullapool,GB,1549068812,57.9,-5.16,39.44,100,88,13.47
439,Sucua,EC,1549068812,-2.46,-78.17,66.71,97,88,3.18
440,Quang Ngai,VN,1549068813,15.12,108.8,62.12,97,12,2.06
441,Mehriz,IR,1549065600,31.58,54.44,42.8,41,0,4.7
442,Silistea,RO,1549065600,44.38,25.35,33.8,76,24,3.29
443,Sabha,LY,1549068814,27.03,14.43,55.28,29,0,13.13
444,Faanui,PF,1549068814,-16.48,-151.75,83.99,98,92,17.83
445,Ancud,CL,1549065600,-41.87,-73.83,62.6,63,0,14.99
446,Oranjemund,ZA,1549068816,-28.55,16.43,63.74,94,92,8.99
447,Paita,PE,1549068816,-5.09,-81.11,79.67,66,8,9.66
448,Bay Roberts,CA,1549066860,47.58,-53.28,15.8,85,90,8.05
449,Yabrud,SY,1549065600,33.97,36.66,42.8,87,0,11.41
450,Kawalu,ID,1549068817,-7.38,108.21,68.24,93,48,2.17
451,Havoysund,NO,1549065000,71.0,24.66,19.4,62,0,42.5
452,Gizo,IL,1549066800,31.8,34.94,48.2,70,0,3.36
453,Pilar,AR,1549065600,-34.46,-58.91,82.4,83,0,4.7
454,Sokoni,CD,1549068819,-12.89,28.78,64.5,96,56,1.83
455,Ulaangom,MN,1549068819,49.98,92.07,-25.95,64,12,0.6
456,Aurora,US,1549067700,41.76,-88.32,19.04,83,1,6.93
457,Gazli,UZ,1549068820,40.13,63.45,34.04,92,68,8.21
458,Byron Bay,AU,1549065600,-28.65,153.62,84.2,66,40,13.87
459,Vila,IT,1549066800,45.18,8.4,33.8,100,75,3.36
460,Fukue,JP,1549067400,35.03,136.69,42.8,100,20,21.92
461,Ulaanbaatar,MN,1549067400,47.92,106.92,-5.81,63,75,11.18
462,Zhob,PK,1549068821,31.34,69.45,17.3,65,0,2.62
463,Allanridge,ZA,1549068822,-27.75,26.64,66.17,76,32,7.54
464,Maningrida,AU,1549068822,-12.05,134.23,85.16,82,36,23.31
465,Taloqan,AF,1549068822,36.74,69.54,32.15,82,92,2.28
466,Prince Rupert,CA,1549065600,54.32,-130.32,32.0,100,75,9.17
467,Mount Isa,AU,1549068420,-20.73,139.49,73.4,100,75,9.17
468,Bowen,AU,1549065600,-20.01,148.25,80.6,78,90,9.17
469,Qaqortoq,GL,1549065000,60.72,-46.03,23.0,79,80,8.05
470,Anaconda,US,1549065180,46.13,-112.94,44.06,37,1,3.36
471,Kapit,MY,1549068824,2.02,112.94,73.64,98,76,2.51
472,Bismarck,US,1549066500,46.81,-100.78,37.4,78,1,5.82
473,Innisfail,CA,1549065600,52.02,-113.95,-0.41,77,90,10.29
474,Bulawayo,ZW,1549068825,-20.16,28.59,70.04,64,0,11.45
475,Aiken,US,1549067700,33.56,-81.72,57.92,63,1,2.84
476,Tuatapere,NZ,1549068825,-46.13,167.69,56.63,93,36,14.03
477,Costinesti,RO,1549065600,43.95,28.63,32.0,89,90,6.93
478,Kargopol,RU,1549068826,61.51,38.95,9.11,71,36,2.95
479,Bontang,ID,1549068826,0.12,117.47,81.29,97,36,7.2
480,Lebane,RS,1549067400,42.92,21.74,44.6,70,75,2.24
481,Santa Cruz,US,1549067640,36.97,-122.03,57.92,71,90,19.46
482,Vagur,FO,1549068828,61.47,-6.81,39.26,100,48,18.95
483,Vale da Amoreira,PT,1549065600,38.65,-9.04,51.8,76,40,14.99
484,Myaundzha,RU,1549068829,63.05,147.18,-21.45,55,80,5.41
485,Xingtai,CN,1549068829,37.07,114.49,29.9,89,64,10.45
486,Luganville,VU,1549068829,-15.51,167.18,81.83,100,24,8.21
487,Trincomalee,LK,1549068830,8.58,81.23,76.38,85,88,7.43
488,Acajutla,SV,1549068538,13.59,-89.83,80.43,60,0,4.63
489,Bathsheba,BB,1549065600,13.22,-59.52,77.0,65,75,14.99
490,Alekseyevsk,RU,1549068830,57.84,108.35,-30.05,48,48,2.95
491,Hami,CN,1549068831,42.84,93.51,11.99,76,100,3.18
492,Haines Junction,CA,1549068831,60.75,-137.51,-10.43,79,0,2.28
493,Saint-Junien,FR,1549065600,45.89,0.9,37.4,100,92,3.36
494,Axim,GH,1549068832,4.87,-2.24,81.33,100,32,9.78
495,Chapais,CA,1549065600,49.78,-74.86,-5.81,70,1,11.41
496,Souillac,FR,1549065600,45.6,-0.6,37.4,100,90,5.64
497,Pasni,PK,1549068833,25.26,63.48,68.82,100,0,10.89
498,Wuwei,CN,1549068833,37.93,102.64,-5.25,54,8,3.96
499,Andros Town,BS,1549065600,24.73,-77.79,73.4,78,40,11.41
500,Itarema,BR,1549068834,-2.92,-39.92,75.17,98,48,5.75
501,Koltubanovskiy,RU,1549068834,52.94,52.03,-0.03,65,44,2.95
502,Mwingi,KE,1549068834,-0.93,38.07,62.97,88,32,3.29
503,Birao,CF,1549068835,10.3,22.78,68.37,42,0,8.32
504,Springbok,ZA,1549068835,-29.67,17.88,49.61,84,0,2.39
505,Coihaique,CL,1549065600,-45.58,-72.07,62.6,59,0,3.36
506,Ontario,US,1549067700,34.07,-117.65,62.6,71,90,5.82
507,Katangli,RU,1549068836,51.71,143.23,10.46,92,48,30.13
508,Bilibino,RU,1549068836,68.06,166.44,-26.99,40,24,2.06
509,Quesnel,CA,1549068420,52.98,-122.49,12.2,85,90,10.29
510,El Alto,BO,1549065600,-16.5,-68.19,46.4,81,75,5.82
511,Ubatuba,BR,1549068837,-23.43,-45.08,75.62,98,12,4.07
512,Alta Floresta,BR,1549068838,-9.87,-56.08,78.45,85,88,3.4
513,Fuyang,CN,1549067400,30.05,119.96,44.6,75,40,2.24
514,Ryabovo,RU,1549068838,60.34,28.99,22.02,94,92,8.99
515,Yazoo City,US,1549066500,32.86,-90.41,60.98,62,1,5.75
516,San Cristobal,EC,1549065600,-0.39,-78.55,60.8,77,75,6.93
517,Riyadh,SA,1549065600,24.63,46.72,66.2,45,0,2.24
518,Vostok,RU,1549068839,46.45,135.83,-7.23,43,0,2.95
519,Chara,GR,1549065000,39.42,22.43,42.8,93,20,1.95
520,Yanam,IN,1549067400,16.73,82.22,66.2,82,0,5.82
521,Zhangjiakou,CN,1549068840,40.77,114.88,10.64,46,44,2.06
522,Lixourion,GR,1549068841,38.2,20.43,58.2,100,76,15.7
523,Uzice,RS,1549067400,43.86,19.84,48.2,75,0,3.36
524,Parabel,RU,1549068841,58.71,81.5,-41.3,0,0,2.73
525,Port Macquarie,AU,1549066380,-31.43,152.91,77.0,78,75,5.82
526,Storozhevaya,RU,1549068842,43.89,41.46,28.01,99,92,1.72
527,Beringovskiy,RU,1549068842,63.05,179.32,23.28,93,92,26.33
528,Along,IN,1549068842,28.17,94.8,47.99,79,56,1.83
529,Osinniki,RU,1549068843,53.61,87.33,-32.21,55,8,2.39
530,Gushikawa,JP,1549067400,26.35,127.87,62.6,51,20,4.7
531,Dahra,DZ,1549065600,36.25,0.85,51.8,87,40,20.8
532,San Matias,HN,1549065600,13.97,-86.63,73.4,53,20,4.7
533,Eyl,SO,1549068844,7.98,49.82,71.48,100,0,14.7
534,Malpe,IN,1549067400,13.35,74.72,73.4,88,40,3.36
535,Ashqelon,IL,1549066800,31.67,34.57,48.2,70,0,3.36
536,Piedras Negras,MX,1549064400,28.7,-100.52,68.0,68,75,11.41
537,Orlik,RU,1549068845,52.51,99.83,-25.01,59,12,1.95
538,Mimongo,GA,1549068845,-1.62,11.6,71.25,98,80,1.95
539,Jiexiu,CN,1549068846,37.02,111.92,14.69,84,24,6.2
540,Tougue,GN,1549068846,11.45,-11.68,66.48,72,0,2.84
541,Calama,CL,1549065600,-22.46,-68.93,62.6,63,75,20.8
542,Kishanganj,IN,1549068847,26.1,87.95,52.58,79,0,4.63
543,Los Llanos de Aridane,ES,1549067400,28.66,-17.92,64.4,77,48,10.29
544,Ziro,IN,1549068848,27.54,93.82,39.98,83,0,1.72
545,Ondo,NG,1549068848,7.1,4.83,76.02,82,8,3.62
546,Aginskoye,RU,1549068848,51.11,114.54,-9.3,46,24,12.35
547,Kaeo,NZ,1549068849,-35.1,173.78,75.3,63,76,8.88
548,Manali,IN,1549068849,32.25,77.19,-21.27,51,8,1.16
549,Avera,US,1549067700,33.19,-82.53,57.92,69,1,3.51
550,Athabasca,CA,1549068850,54.72,-113.29,-0.62,72,92,9.78
551,Emerald,AU,1549066680,-23.53,148.16,86.0,51,75,21.92
552,Flic en Flac,MU,1549068850,-20.27,57.36,78.5,92,92,7.99
553,San Rafael Abajo,CR,1549065600,9.89,-84.08,73.4,68,75,9.17
554,Port Lincoln,AU,1549068851,-34.72,135.86,76.7,67,0,12.24
555,Mildura,AU,1549065600,-34.18,142.16,82.4,32,0,4.7
556,Mnogovershinnyy,RU,1549068852,53.94,139.92,-1.38,67,68,7.65
557,Caravelas,BR,1549068852,-17.73,-39.27,82.01,100,20,14.7
558,Mount Airy,US,1549066980,39.38,-77.15,23.0,85,40,4.41
