,City,Country,Date,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed
375,Nouadhibou,MR,1549041396,20.93,-17.03,74.18,50,0,14.34
376,Goalpara,IN,1549041396,26.18,90.62,54.56,81,68,2.48
377,Trinidad,UY,1549036800,-33.52,-56.9,82.4,74,75,4.7
378,Dingle,PH,1549041397,11.0,122.67,73.46,81,8,14.34
379,San Patricio,PY,1549041397,-26.98,-56.83,94.16,52,44,3.94
380,Minyar,RU,1549041398,55.07,57.55,11.14,70,64,5.73
381,Coihaique,CL,1549040400,-45.58,-72.07,64.4,48,0,4.7
382,Suksun,RU,1549041398,57.15,57.4,15.23,85,92,9.19
383,Lazaro Cardenas,MX,1549039320,28.39,-105.62,55.4,35,75,4.7
384,Progreso,UY,1549040400,-34.68,-56.22,87.8,58,75,5.82
385,Lakeside,US,1549040160,32.86,-116.92,59.0,81,5,4.16
386,Coquimbo,CL,1549040400,-29.95,-71.34,69.8,73,75,12.75
387,Hvide Sande,DK,1549039800,56.01,8.13,33.8,80,80,8.05
388,Cockburn Town,TC,1549041169,21.46,-71.14,77.29,100,20,16.46
389,Saint-Nazaire,FR,1549038600,47.27,-2.21,44.6,93,48,4.7
390,Alice Springs,AU,1549038600,-23.7,133.88,82.4,51,0,13.87
391,La Ronge,CA,1549036800,55.1,-105.3,-13.01,69,75,10.29
392,South Valley,US,1549038900,35.01,-106.68,36.14,55,1,4.7
393,Tuatapere,NZ,1549041402,-46.13,167.69,51.73,100,68,15.46
394,Mandera,ET,1549041403,3.94,41.86,83.09,27,0,8.97
395,Batemans Bay,AU,1549041403,-35.71,150.18,63.88,100,92,2.26
396,Matara,PE,1549040400,-13.74,-72.9,53.6,62,75,11.41
397,Buarcos,PT,1549036800,40.16,-8.88,51.8,76,75,20.8
398,Lodja,CD,1549041404,-3.52,23.6,75.13,89,0,2.59
399,Mehamn,NO,1549039800,71.03,27.85,23.0,67,75,19.46
400,Varkaus,FI,1549039800,62.32,27.87,-0.41,84,90,3.36
401,Akhtubinsk,RU,1549041405,48.29,46.17,21.89,91,88,9.42
402,Ust-Maya,RU,1549041405,60.42,134.54,-35.58,0,48,3.49
403,Sharjah,AE,1549040400,25.36,55.39,71.6,78,0,8.05
404,Santa Rosalia,IT,1549039800,38.07,13.27,64.4,45,0,23.04
405,Lima,PE,1549036800,-12.06,-77.04,84.2,62,0,12.75
406,Bermeo,ES,1549038600,43.42,-2.72,46.4,75,75,4.7
407,Ust-Ishim,RU,1549041407,57.69,71.17,-18.07,80,68,9.64
408,Cotia,BR,1549040400,-23.6,-46.92,95.0,17,0,4.7
409,Altay,CN,1549041408,47.83,88.13,-12.0,62,56,1.36
410,Richards Bay,ZA,1549041408,-28.77,32.06,74.14,88,92,7.4
411,Tigil,RU,1549041409,57.8,158.67,28.24,80,24,15.57
412,Chernyshevskiy,RU,1549041409,63.01,112.47,-40.8,0,36,2.82
413,Honiara,SB,1549041410,-9.43,159.96,71.75,100,92,2.48
414,Jawhar,IN,1549041410,19.91,73.23,61.04,71,0,4.16
415,Saint-Augustin,FR,1549038600,44.83,-0.61,48.2,87,0,4.7
416,Maragogi,BR,1549041411,-9.01,-35.22,83.36,81,48,9.42
417,Zeya,RU,1549041411,53.74,127.27,-28.87,0,0,2.15
418,Dourbali,TD,1549041411,11.81,15.86,82.64,61,0,2.82
419,Ginda,IN,1549041412,30.69,78.49,24.68,89,0,2.59
420,Mitsamiouli,KM,1549040400,-11.38,43.28,84.2,74,20,3.36
421,Walvis Bay,NA,1549036800,-22.95,14.51,75.2,53,0,13.87
422,Hovd,NO,1549039800,63.83,10.7,30.2,54,0,11.41
423,Birao,CF,1549041413,10.3,22.78,81.74,27,0,9.86
424,Alakurtti,RU,1549041413,66.96,30.34,1.01,91,12,2.37
425,Caucaia,BR,1549040400,-3.73,-38.66,84.2,79,75,13.87
426,Marsh Harbour,BS,1549041414,26.54,-77.06,74.41,100,48,20.27
427,Maningrida,AU,1549041414,-12.05,134.23,83.36,85,80,21.5
428,Saint-Pierre,FR,1549038600,48.95,4.24,44.6,93,75,9.17
429,Palora,EC,1549040400,-1.7,-77.97,71.6,88,90,5.82
430,Dolores,AR,1549041419,-36.31,-57.68,79.18,65,0,13.78
431,Arivonimamo,MG,1549040400,-19.01,47.18,69.8,77,40,9.17
432,Ardakan,IR,1549040400,32.31,54.02,53.6,25,20,6.93
433,Kaeo,NZ,1549041420,-35.1,173.78,60.86,87,12,5.39
434,Panaba,MX,1549041420,21.28,-88.27,86.96,47,0,8.19
435,Gazojak,TM,1549041420,41.19,61.4,31.61,87,36,8.75
436,Bandarbeyla,SO,1549041421,9.49,50.81,76.52,100,8,13.67
437,Jiangyou,CN,1549041421,31.78,104.73,38.81,100,88,0.36
438,Marrakesh,MA,1549038600,31.63,-7.99,66.2,52,75,16.11
439,Mosina,PL,1549040400,52.25,16.85,33.8,80,92,12.75
440,Lakeway,US,1549040100,30.36,-97.99,62.06,86,90,4.7
441,Petropavlovsk-Kamchatskiy,RU,1549036800,53.05,158.65,26.6,79,75,2.24
442,Alghero,IT,1549039800,40.56,8.32,57.2,87,75,19.46
443,Maceio,BR,1549036800,-9.67,-35.74,84.2,62,75,10.29
444,Mayo,CA,1549036800,63.59,-135.9,-43.61,64,5,2.24
445,Preobrazheniye,RU,1549041423,42.9,133.91,12.44,58,0,4.61
446,Elko,US,1549040160,40.83,-115.76,28.94,74,1,6.93
447,Hualmay,PE,1549041424,-11.1,-77.61,79.58,67,20,5.61
448,North Bend,US,1549040160,43.41,-124.22,53.06,93,90,11.41
449,Verkhoyansk,RU,1549041425,67.55,133.39,-58.57,0,24,2.37
450,Morlaix,FR,1549038600,48.58,-3.83,41.0,86,90,13.87
451,Santiago del Estero,AR,1549041425,-27.8,-64.26,74.59,100,92,7.18
452,Lahij,YE,1549041426,13.06,44.88,62.26,90,0,3.04
453,Gaoua,BF,1549041426,10.33,-3.18,96.68,26,24,2.93
454,Pacific Grove,US,1549040100,36.62,-121.92,53.6,89,1,3.36
455,Totness,US,1549040160,33.74,-80.8,55.94,32,75,4.7
456,Mocuba,MZ,1549041427,-16.84,36.99,78.77,85,20,2.71
457,Kwekwe,ZW,1549041427,-18.93,29.81,78.41,30,0,13.78
458,Bin Qirdan,TN,1549041427,33.14,11.22,67.61,36,0,13.89
459,Golpayegan,IR,1549041428,33.46,50.29,27.65,64,0,3.27
460,Ukiah,US,1549036560,39.15,-123.21,51.98,80,90,12.75
461,Sabzevar,IR,1549036800,36.21,57.68,44.6,56,20,3.71
462,Flinders,AU,1549038600,-34.58,150.85,64.4,100,90,1.12
463,Lompoc,US,1549040160,34.64,-120.46,55.94,87,75,9.98
464,Markova,RU,1549040400,52.21,104.21,-13.01,62,20,13.42
465,Tual,ID,1549041429,-5.67,132.75,84.08,97,56,18.48
466,Pangoa,PE,1549041430,-12.12,-73.0,73.64,87,56,2.93
467,Coro,VE,1549041430,11.41,-69.67,86.29,58,0,9.75
468,Zaragoza,ES,1549038600,41.65,-0.88,48.2,70,75,29.97
469,Ayagoz,KZ,1549041431,47.96,80.43,-13.62,59,24,7.96
470,Guiratinga,BR,1549041431,-16.35,-53.76,95.06,44,24,5.73
471,Stokmarknes,NO,1549039800,68.56,14.91,35.6,47,0,11.41
472,Karratha,AU,1549041432,-20.74,116.85,82.55,53,0,7.07
473,Troitsko-Pechorsk,RU,1549041432,62.71,56.19,-9.93,52,56,7.4
474,Dong Hoi,VN,1549041432,17.48,106.6,69.68,100,92,6.85
475,Presidencia Roque Saenz Pena,AR,1549041433,-26.79,-60.44,90.38,95,0,5.17
476,Innisfail,CA,1549038060,52.02,-113.95,1.4,84,90,9.17
477,Saint Anthony,US,1549040160,43.97,-111.68,26.96,70,1,4.7
478,Apiai,BR,1549041433,-24.51,-48.84,96.73,34,8,3.94
479,Reconquista,AR,1549041434,-29.14,-59.64,79.85,95,88,5.73
480,Bonavista,CA,1549041434,48.65,-53.11,17.44,100,12,21.05
481,Araouane,ML,1549041434,18.9,-3.53,76.84,17,0,2.93
482,Beecher,US,1549040100,41.34,-87.62,14.0,76,90,4.7
483,Bubaque,GW,1549041435,11.28,-15.83,86.51,74,0,4.72
484,Zyryanka,RU,1549041435,65.73,150.89,-25.18,38,64,8.97
485,Makakilo City,US,1549040580,21.35,-158.09,73.04,93,75,4.7
486,Nome,US,1549040100,30.04,-94.42,60.98,87,90,5.82
487,Davidson,US,1549040400,35.5,-80.85,53.96,34,1,8.05
488,North Platte,US,1549039980,41.12,-100.77,41.0,48,1,3.36
489,Ust-Ilimsk,RU,1549041437,57.96,102.73,-28.2,0,36,3.49
490,Amga,RU,1549041437,60.89,131.98,-35.22,0,24,3.6
491,Port Shepstone,ZA,1549041438,-30.74,30.45,72.56,97,92,9.08
492,Alofi,NU,1549040400,-19.06,-169.92,71.6,100,75,6.93
493,Rawson,AR,1549041438,-43.3,-65.11,79.63,25,0,16.46
494,Tilichiki,RU,1549041439,60.47,166.1,30.08,85,88,14.79
495,Fengcheng,CN,1549041439,40.45,124.07,11.86,75,0,3.15
496,Klyuchi,RU,1549041439,52.25,79.17,-22.66,34,32,3.71
497,Ghanzi,BW,1549041440,-21.7,21.65,89.21,26,92,7.96
498,Guasdualito,VE,1549036800,7.24,-70.73,89.6,43,40,9.17
499,Kalianget,ID,1549041440,-7.74,113.68,74.72,100,68,3.04
500,Mgachi,RU,1549041441,51.05,142.27,10.96,95,68,24.63
501,Whitianga,NZ,1549041441,-36.83,175.7,67.7,100,20,11.43
502,Vuktyl,RU,1549041441,63.86,57.31,-16.05,24,56,6.62
503,Pasighat,IN,1549041441,28.06,95.33,48.53,60,12,2.37
504,Port Blair,IN,1549041442,11.67,92.75,82.46,99,0,9.75
505,Jiuquan,CN,1549041442,39.73,98.49,1.82,53,48,4.38
506,Orlik,RU,1549041442,52.51,99.83,-18.97,64,20,2.93
507,Balikpapan,ID,1549038600,-1.24,116.86,78.8,88,40,4.7
508,Pushkino,RU,1549038600,56.01,37.85,24.8,100,90,4.47
509,Itaituba,BR,1549036800,-4.26,-55.99,87.8,66,40,10.29
510,Cairns,AU,1549038600,-16.92,145.77,77.0,94,90,5.82
511,Rassvet,MD,1549040400,47.2,28.43,37.4,100,90,2.93
512,Avera,US,1549040100,33.19,-82.53,59.0,39,1,3.36
513,Clarence Town,AU,1549038600,-32.59,151.78,73.4,88,90,10.29
514,Flin Flon,CA,1549036800,54.77,-101.88,-7.61,63,75,11.41
515,Almaznyy,RU,1549040400,48.03,40.04,32.0,97,90,15.66
516,Lakes Entrance,AU,1549041446,-37.88,147.99,67.48,84,0,11.77
517,Iqaluit,CA,1549036800,63.75,-68.52,14.0,56,90,16.11
518,Weyburn,CA,1549041303,49.67,-103.85,20.54,100,44,5.84
519,Marsaxlokk,MT,1549039500,35.84,14.54,59.0,87,0,12.75
520,Phetchaburi,TH,1549041447,13.1,99.94,81.56,100,32,6.29
521,Vieira de Leiria,PT,1549036800,39.87,-8.94,51.8,76,75,20.8
522,Hofn,IS,1549040400,64.25,-15.21,23.0,57,20,23.04
523,Mayumba,GA,1549041448,-3.44,10.65,80.26,100,68,8.19
524,Saint Simons,US,1549040100,31.14,-81.39,58.28,74,90,12.75
525,Urdoma,RU,1549041448,61.74,48.55,15.95,84,80,3.71
526,Emilio Carranza,MX,1549041448,19.97,-96.61,73.73,73,24,3.71
527,Ouahigouya,BF,1549041449,13.58,-2.42,87.77,25,0,3.38
528,Sergeyevka,KZ,1549041449,53.88,67.42,7.85,83,80,9.64
529,Marabba,SD,1549041449,12.35,32.18,80.26,42,0,8.3
530,Yanji,CN,1549041450,42.89,129.5,15.46,36,0,4.83
531,San Vicente,SV,1549039800,13.64,-88.78,86.0,58,40,4.7
532,Cape Coast,GH,1549041451,5.11,-1.24,83.36,69,20,4.61
533,Baglung,NP,1549041451,28.27,83.59,38.86,70,0,2.37
534,Touros,BR,1549040400,-5.2,-35.46,89.6,59,40,19.46
535,Inhambane,MZ,1549041452,-23.87,35.38,78.01,91,0,12.77
536,Pasinler,TR,1549039800,39.98,41.67,28.4,92,75,8.05
537,Rumuruti,KE,1549041452,0.26,36.54,58.25,92,56,5.95
538,Acapulco,MX,1549039440,16.86,-99.88,80.6,65,75,4.7
539,Eureka,US,1549040100,40.8,-124.16,57.02,100,1,18.34
540,Ales,FR,1549038600,44.13,4.08,50.0,93,90,1.12
541,Ginir,ET,1549041453,7.14,40.71,58.16,25,8,4.94
542,Sibu,MY,1549036800,2.29,111.83,78.8,100,75,2.93
543,Suez,EG,1549041454,29.97,32.54,47.27,47,0,2.37
544,Teguldet,RU,1549041454,57.31,88.17,-35.62,0,12,4.05
545,Manta,RO,1549041455,45.1,24.1,31.79,82,64,2.37
546,Vanavara,RU,1549041455,60.35,102.28,-39.13,0,20,2.71
547,Deputatskiy,RU,1549041455,69.3,139.9,-47.55,0,20,3.38
548,Anstruther,GB,1549039800,56.22,-2.7,37.4,80,75,5.82
549,Khrebtovaya,RU,1549041456,56.71,104.25,-25.95,38,36,5.17
550,Badin,US,1549040700,35.41,-80.12,53.06,39,1,8.05
551,Ancud,CL,1549040400,-41.87,-73.83,62.6,59,0,9.17
552,Verkh-Usugli,RU,1549041457,52.7,115.17,-9.48,61,0,4.94
553,Ahipara,NZ,1549041458,-35.17,173.16,62.57,99,24,5.5
554,Verkhnyaya Inta,RU,1549041458,65.99,60.32,-6.64,60,80,7.96
555,Normandin,CA,1549036800,48.84,-72.53,-0.41,49,40,16.11
556,Manono,CD,1549041459,-7.3,27.4,72.38,96,32,3.94
557,Dongsheng,CN,1549041459,29.72,112.52,40.61,92,80,9.64
558,Cacu,BR,1549041459,-18.56,-51.13,95.6,36,20,8.63
559,Sinnamary,GF,1549041459,5.38,-52.96,80.53,92,92,12.88
560,Cidreira,BR,1549041460,-30.17,-50.22,88.99,85,8,4.72
561,Tuy Hoa,VN,1549041460,13.08,109.3,69.95,95,20,6.73
562,Victoria Point,AU,1549038600,-27.58,153.3,75.2,83,40,6.93
563,Salina Cruz,MX,1549041462,16.18,-95.2,84.98,50,0,2.71
564,Ciudad Bolivar,VE,1549041462,8.12,-63.55,94.03,31,0,9.98
565,Mukhen,RU,1549041462,48.19,136.14,-14.52,64,0,5.61
566,Mongu,ZM,1549041463,-15.27,23.14,70.76,92,44,0.69
567,Placido de Castro,BR,1549041463,-10.34,-67.19,85.07,73,44,2.93
568,Nazilli,TR,1549041463,37.91,28.32,38.81,87,0,1.7
569,Ouallam,NE,1549041464,14.32,2.08,82.51,21,0,4.83
570,Kemi,FI,1549039800,65.74,24.56,-14.81,75,0,2.24
571,Iskateley,RU,1549041464,67.68,53.15,-12.63,61,48,11.88
